,site,code,date,no2,no2_UT,pm10,pm10_UT,pm2.5
294,Newcastle Centre,NEWC,13-01-2018 05:00,22.43907,23.51534,25.1,NA,21.9
295,Newcastle Centre,NEWC,13-01-2018 06:00,23.98819,27.51046,23.3,NA,20.8
296,Newcastle Centre,NEWC,13-01-2018 07:00,28.49472,35.20388,24.3,NA,23.2
297,Newcastle Centre,NEWC,13-01-2018 08:00,33.00122,43.94566,23.6,NA,22.3
298,Newcastle Centre,NEWC,13-01-2018 09:00,32.57872,49.2215,16.2,NA,16.8
299,Newcastle Centre,NEWC,13-01-2018 10:00,34.26863,55.77907,19.4,NA,15.5
300,Newcastle Centre,NEWC,13-01-2018 11:00,28.54152,47.14554,18.2,NA,17.3
301,Newcastle Centre,NEWC,13-01-2018 12:00,34.03388,52.61963,19.6,NA,16.8
302,Newcastle Centre,NEWC,13-01-2018 13:00,35.25436,49.59152,20.4,NA,14.8
303,Newcastle Centre,NEWC,13-01-2018 14:00,37.74241,57.99511,19.6,NA,13.7
304,Newcastle Centre,NEWC,13-01-2018 15:00,35.72387,52.31865,21.5,NA,15
305,Newcastle Centre,NEWC,13-01-2018 16:00,42.06123,58.06908,18.4,NA,15.8
306,Newcastle Centre,NEWC,13-01-2018 17:00,43.2816,64.20771,21,NA,19.3
307,Newcastle Centre,NEWC,13-01-2018 18:00,39.05688,52.16781,22.4,NA,20.5
308,Newcastle Centre,NEWC,13-01-2018 19:00,39.94888,53.78848,21.8,NA,22.1
309,Newcastle Centre,NEWC,13-01-2018 20:00,39.05695,49.81141,20.8,NA,18.9
310,Newcastle Centre,NEWC,13-01-2018 21:00,36.24042,46.66322,21.5,NA,19.9
311,Newcastle Centre,NEWC,13-01-2018 22:00,31.31129,35.0954,25.2,NA,24.2
312,Newcastle Centre,NEWC,13-01-2018 23:00,33.98701,33.45185,29.6,NA,27.3
313,Newcastle Centre,NEWC,14-01-2018 00:00,33.98627,37.22041,30.5,NA,26.2
314,Newcastle Centre,NEWC,14-01-2018 01:00,27.28923,27.50676,31.3,NA,24.7
315,Newcastle Centre,NEWC,14-01-2018 02:00,27.60218,23.60835,26.5,NA,24.1
316,Newcastle Centre,NEWC,14-01-2018 03:00,26.4756,23.14594,21.9,NA,21.4
317,Newcastle Centre,NEWC,14-01-2018 04:00,26.42868,17.72134,25.1,NA,23.6
318,Newcastle Centre,NEWC,14-01-2018 05:00,22.39165,15.32221,28.3,NA,20.2
319,Newcastle Centre,NEWC,14-01-2018 06:00,22.67328,17.17307,23.1,NA,23.3
320,Newcastle Centre,NEWC,14-01-2018 07:00,22.90793,20.49315,24.2,NA,22.6
321,Newcastle Centre,NEWC,14-01-2018 08:00,23.09564,22.34638,22.9,NA,20.3
322,Newcastle Centre,NEWC,14-01-2018 09:00,26.24063,25.35735,24.3,NA,23.6
323,Newcastle Centre,NEWC,14-01-2018 10:00,25.11387,28.22889,26.4,NA,21.3
324,Newcastle Centre,NEWC,14-01-2018 11:00,27.69571,40.33625,26.1,NA,21.8
325,Newcastle Centre,NEWC,14-01-2018 12:00,25.25474,40.6243,25.3,NA,20.5
326,Newcastle Centre,NEWC,14-01-2018 13:00,27.46102,41.74576,23.3,NA,21.4
327,Newcastle Centre,NEWC,14-01-2018 14:00,29.104,39.90313,19.5,NA,21.2
328,Newcastle Centre,NEWC,14-01-2018 15:00,33.98594,47.591,21.1,NA,20.6
329,Newcastle Centre,NEWC,14-01-2018 16:00,36.47409,48.30402,23.3,NA,18.8
330,Newcastle Centre,NEWC,14-01-2018 17:00,39.47831,43.67742,24.1,NA,19
331,Newcastle Centre,NEWC,14-01-2018 18:00,33.4698,40.96513,22.2,NA,19.5
332,Newcastle Centre,NEWC,14-01-2018 19:00,29.52666,27.83926,23.6,NA,21.8
333,Newcastle Centre,NEWC,14-01-2018 20:00,28.54096,24.95465,19.9,NA,19.8
334,Newcastle Centre,NEWC,14-01-2018 21:00,27.55516,26.71897,20.1,NA,20.7
335,Newcastle Centre,NEWC,14-01-2018 22:00,26.00604,20.93216,20.5,NA,19.7
336,Newcastle Centre,NEWC,14-01-2018 23:00,24.03456,16.31612,18.6,NA,17.8
337,Newcastle Centre,NEWC,15-01-2018 00:00,16.96157,10.92451,8.2,NA,NA
338,Newcastle Centre,NEWC,15-01-2018 01:00,13.76956,5.04773,3.9,NA,4.4
339,Newcastle Centre,NEWC,15-01-2018 02:00,16.05402,6.97346,5,NA,2.9
340,Newcastle Centre,NEWC,15-01-2018 03:00,17.08677,7.50676,1.7,NA,0.4
341,Newcastle Centre,NEWC,15-01-2018 04:00,20.46657,11.96343,-0.2,NA,3
342,Newcastle Centre,NEWC,15-01-2018 05:00,34.17338,38.87818,0.7,NA,-1.9
343,Newcastle Centre,NEWC,15-01-2018 06:00,66.46657,120.27233,3.7,NA,1.8
344,Newcastle Centre,NEWC,15-01-2018 07:00,72.8008,130.48062,3.4,NA,3.7
345,Newcastle Centre,NEWC,15-01-2018 08:00,79.27475,157.68293,6.5,NA,6.6
346,Newcastle Centre,NEWC,15-01-2018 09:00,70.45295,128.06056,4.6,NA,4.7
347,Newcastle Centre,NEWC,15-01-2018 10:00,57.54579,92.05672,5.4,NA,2
348,Newcastle Centre,NEWC,15-01-2018 11:00,41.77536,49.91823,2.1,NA,3.9
349,Newcastle Centre,NEWC,15-01-2018 12:00,36.14231,39.96519,3.3,NA,2
350,Newcastle Centre,NEWC,15-01-2018 13:00,32.57481,22.97709,3.3,NA,0.7
351,Newcastle Centre,NEWC,15-01-2018 14:00,36.56468,36.72004,3.6,NA,4.3
352,Newcastle Centre,NEWC,15-01-2018 15:00,40.27399,41.04454,2.1,NA,2.6
353,Newcastle Centre,NEWC,15-01-2018 16:00,49.1923,43.8973,1.6,NA,4.4
354,Newcastle Centre,NEWC,15-01-2018 17:00,37.8332,34.08942,6.7,NA,0.6
355,Newcastle Centre,NEWC,15-01-2018 18:00,33.42115,36.52878,4.2,NA,1.9
356,Newcastle Centre,NEWC,15-01-2018 19:00,33.28047,24.11708,5,NA,7
357,Newcastle Centre,NEWC,15-01-2018 20:00,43.84204,26.68724,2.4,NA,2
358,Newcastle Centre,NEWC,15-01-2018 21:00,27.69497,25.25478,5.5,NA,2.9
359,Newcastle Centre,NEWC,15-01-2018 22:00,25.62934,13.64083,-2.8,NA,1.9
360,Newcastle Centre,NEWC,15-01-2018 23:00,24.87831,11.53615,5.5,NA,-0.6
361,Newcastle Centre,NEWC,16-01-2018 00:00,16.6481,12.53768,3.4,NA,0.8
362,Newcastle Centre,NEWC,16-01-2018 01:00,15.20871,9.91309,-1.3,NA,2
363,Newcastle Centre,NEWC,16-01-2018 02:00,8.30845,5.1734,0.4,NA,1.3
364,Newcastle Centre,NEWC,16-01-2018 03:00,8.16762,4.21108,-0.1,NA,-0.5
365,Newcastle Centre,NEWC,16-01-2018 04:00,5.82063,3.57664,0.6,NA,-2.4
366,Newcastle Centre,NEWC,16-01-2018 05:00,8.0268,8.37549,1.9,NA,1.7
367,Newcastle Centre,NEWC,16-01-2018 06:00,12.53267,15.97327,1.8,NA,1.9
368,Newcastle Centre,NEWC,16-01-2018 07:00,25.90943,24.64605,-1,NA,1.5
369,Newcastle Centre,NEWC,16-01-2018 08:00,36.37566,45.39869,4.3,NA,1.4
370,Newcastle Centre,NEWC,16-01-2018 09:00,41.39837,26.81964,5.2,NA,2.1
371,Newcastle Centre,NEWC,16-01-2018 10:00,33.13713,30.43994,5.1,NA,1.5
372,Newcastle Centre,NEWC,16-01-2018 11:00,26.66063,30.14446,3.5,NA,3.6
373,Newcastle Centre,NEWC,16-01-2018 12:00,42.9469,45.47024,6.3,NA,2.4
374,Newcastle Centre,NEWC,16-01-2018 13:00,31.07254,41.46448,4.3,NA,3.5
375,Newcastle Centre,NEWC,16-01-2018 14:00,32.52771,41.37039,2.4,NA,3.9
376,Newcastle Centre,NEWC,16-01-2018 15:00,33.65459,50.51858,4.6,NA,-0.3
377,Newcastle Centre,NEWC,16-01-2018 16:00,40.27309,70.994,3.1,NA,1.6
378,Newcastle Centre,NEWC,16-01-2018 17:00,40.41413,70.66937,4.1,NA,1.6
379,Newcastle Centre,NEWC,16-01-2018 18:00,34.07652,34.18239,4.8,NA,1.1
380,Newcastle Centre,NEWC,16-01-2018 19:00,32.76338,31.42138,3,NA,0.2
381,Newcastle Centre,NEWC,16-01-2018 20:00,25.81638,19.60894,2.1,NA,1.2
382,Newcastle Centre,NEWC,16-01-2018 21:00,26.70814,20.38289,2.2,NA,3.5
383,Newcastle Centre,NEWC,16-01-2018 22:00,23.14092,17.41064,3.6,NA,1.3
384,Newcastle Centre,NEWC,16-01-2018 23:00,20.6059,8.82141,0.6,NA,1.3
385,Newcastle Centre,NEWC,17-01-2018 00:00,7.44762,5.15233,1.3,NA,1.2
386,Newcastle Centre,NEWC,17-01-2018 01:00,7.13477,3.78694,1,NA,1
387,Newcastle Centre,NEWC,17-01-2018 02:00,6.43061,3.06178,0.2,NA,-0.1
388,Newcastle Centre,NEWC,17-01-2018 03:00,6.00821,3.69181,2.4,NA,0.9
389,Newcastle Centre,NEWC,17-01-2018 04:00,5.82048,3.58433,-0.4,NA,0.3
390,Newcastle Centre,NEWC,17-01-2018 05:00,6.0082,4.30611,-0.5,NA,-2.1
391,Newcastle Centre,NEWC,17-01-2018 06:00,14.92597,21.64435,3.4,NA,1.8
392,Newcastle Centre,NEWC,17-01-2018 07:00,30.88327,46.73953,3.1,NA,2.6
393,Newcastle Centre,NEWC,17-01-2018 08:00,33.74676,48.08086,4.3,NA,1.8
394,Newcastle Centre,NEWC,17-01-2018 09:00,30.36684,42.95289,11.1,NA,2.7
395,Newcastle Centre,NEWC,17-01-2018 10:00,24.87575,25.51118,10.1,NA,1.1
396,Newcastle Centre,NEWC,17-01-2018 11:00,21.77721,18.10622,5.7,NA,-1.7
397,Newcastle Centre,NEWC,17-01-2018 12:00,23.13805,20.58,5.3,NA,1.4
398,Newcastle Centre,NEWC,17-01-2018 13:00,21.63641,25.76336,2.5,NA,1.1
399,Newcastle Centre,NEWC,17-01-2018 14:00,28.39569,21.37428,3.5,NA,1.5
400,Newcastle Centre,NEWC,17-01-2018 15:00,29.94459,40.10298,7,NA,2
401,Newcastle Centre,NEWC,17-01-2018 16:00,33.70002,38.81748,8.5,NA,0.6
402,Newcastle Centre,NEWC,17-01-2018 17:00,32.43196,40.74248,6.8,NA,3.9
403,Newcastle Centre,NEWC,17-01-2018 18:00,38.01896,38.55474,8.2,NA,5.3
404,Newcastle Centre,NEWC,17-01-2018 19:00,33.4199,44.70675,13.8,NA,3.8
405,Newcastle Centre,NEWC,17-01-2018 20:00,43.32426,64.64099,7.9,NA,1.6
406,Newcastle Centre,NEWC,17-01-2018 21:00,47.59595,63.86937,10.3,NA,9.8
407,Newcastle Centre,NEWC,17-01-2018 22:00,38.02057,51.11807,9.1,NA,4.6
408,Newcastle Centre,NEWC,17-01-2018 23:00,25.34702,35.06488,2.8,NA,2.2
409,Newcastle Centre,NEWC,18-01-2018 00:00,17.71144,19.92592,8.9,NA,-0.5
410,Newcastle Centre,NEWC,18-01-2018 01:00,33.73314,21.42424,2.9,NA,-3
411,Newcastle Centre,NEWC,18-01-2018 02:00,24.54849,10.33506,4,NA,1.5
412,Newcastle Centre,NEWC,18-01-2018 03:00,16.66312,7.6819,-0.6,NA,-0.1
413,Newcastle Centre,NEWC,18-01-2018 04:00,13.89384,6.98203,-0.6,NA,-0.6
414,Newcastle Centre,NEWC,18-01-2018 05:00,14.87947,11.28021,0.6,NA,-0.6
415,Newcastle Centre,NEWC,18-01-2018 06:00,26.84804,18.72746,1.4,NA,0.2
416,Newcastle Centre,NEWC,18-01-2018 07:00,43.17817,27.24481,0.6,NA,-1
417,Newcastle Centre,NEWC,18-01-2018 08:00,39.79843,37.26035,2.1,NA,3
418,Newcastle Centre,NEWC,18-01-2018 09:00,38.15578,32.21024,0.7,NA,1.8
419,Newcastle Centre,NEWC,18-01-2018 10:00,44.86686,29.74607,1.5,NA,2.9
420,Newcastle Centre,NEWC,18-01-2018 11:00,42.2857,53.84197,3.3,NA,1.5
421,Newcastle Centre,NEWC,18-01-2018 12:00,44.16386,77.27326,4.8,NA,2.4
422,Newcastle Centre,NEWC,18-01-2018 13:00,48.38704,31.29817,2.3,NA,2.8
423,Newcastle Centre,NEWC,18-01-2018 14:00,45.00907,41.85742,2.1,NA,1.4
424,Newcastle Centre,NEWC,18-01-2018 15:00,43.88154,39.73145,1.1,NA,3.4
425,Newcastle Centre,NEWC,18-01-2018 16:00,49.23352,55.9432,4.2,NA,3.1
426,Newcastle Centre,NEWC,18-01-2018 17:00,52.5175,40.43987,2.8,NA,2.6
427,Newcastle Centre,NEWC,18-01-2018 18:00,40.03445,27.77678,3.7,NA,1.6
428,Newcastle Centre,NEWC,18-01-2018 19:00,27.50398,23.40146,0.5,NA,1.1
429,Newcastle Centre,NEWC,18-01-2018 20:00,18.8683,20.12291,3.4,NA,5
430,Newcastle Centre,NEWC,18-01-2018 21:00,16.09917,17.69316,3.5,NA,1.8
431,Newcastle Centre,NEWC,18-01-2018 22:00,15.58289,12.58755,3.1,NA,-0.8
432,Newcastle Centre,NEWC,18-01-2018 23:00,15.16052,11.03651,-0.3,NA,2.1
433,Newcastle Centre,NEWC,19-01-2018 00:00,12.20352,10.26258,2.6,NA,2.5
434,Newcastle Centre,NEWC,19-01-2018 01:00,12.2663,8.67524,3.6,NA,4.4
435,Newcastle Centre,NEWC,19-01-2018 02:00,11.35872,8.12481,5.4,NA,2
436,Newcastle Centre,NEWC,19-01-2018 03:00,10.60773,10.92057,6,NA,3.1
437,Newcastle Centre,NEWC,19-01-2018 04:00,6.38348,12.08557,4.4,NA,3.7
438,Newcastle Centre,NEWC,19-01-2018 05:00,8.82416,10.04556,4,NA,3.3
439,Newcastle Centre,NEWC,19-01-2018 06:00,19.47809,39.13091,3.7,NA,1.8
440,Newcastle Centre,NEWC,19-01-2018 07:00,39.19033,70.19215,4.5,NA,4.1
441,Newcastle Centre,NEWC,19-01-2018 08:00,37.40655,68.31858,3.7,NA,3.5
442,Newcastle Centre,NEWC,19-01-2018 09:00,47.77746,74.69887,7.1,NA,3.8
443,Newcastle Centre,NEWC,19-01-2018 10:00,44.44517,58.10651,5.5,NA,2.1
444,Newcastle Centre,NEWC,19-01-2018 11:00,37.12391,51.76949,5.4,NA,3
445,Newcastle Centre,NEWC,19-01-2018 12:00,36.55943,49.53649,4.2,NA,1.8
446,Newcastle Centre,NEWC,19-01-2018 13:00,34.07282,62.91814,2.6,NA,-0.5
447,Newcastle Centre,NEWC,19-01-2018 14:00,30.50604,47.96274,3.7,NA,3
448,Newcastle Centre,NEWC,19-01-2018 15:00,41.11334,56.1835,5.5,NA,1.4
449,Newcastle Centre,NEWC,19-01-2018 16:00,45.10264,78.24302,3.8,NA,3.5
450,Newcastle Centre,NEWC,19-01-2018 17:00,43.50706,82.16422,2.8,NA,2.3
451,Newcastle Centre,NEWC,19-01-2018 18:00,44.16485,72.11592,2.8,NA,2.8
452,Newcastle Centre,NEWC,19-01-2018 19:00,47.07551,81.79261,0.1,NA,3.4
453,Newcastle Centre,NEWC,19-01-2018 20:00,25.71939,16.85895,1.9,NA,1.1
454,Newcastle Centre,NEWC,19-01-2018 21:00,26.5173,14.08795,1.9,NA,0.7
455,Newcastle Centre,NEWC,19-01-2018 22:00,28.48836,20.01759,3.4,NA,2.4
456,Newcastle Centre,NEWC,19-01-2018 23:00,39.42622,46.81508,6.1,NA,0.5
457,Newcastle Centre,NEWC,20-01-2018 00:00,34.8572,52.25523,7.6,NA,5.2
458,Newcastle Centre,NEWC,20-01-2018 01:00,38.7371,54.81304,6,NA,4
459,Newcastle Centre,NEWC,20-01-2018 02:00,36.89083,35.62337,5.5,NA,0.8
460,Newcastle Centre,NEWC,20-01-2018 03:00,23.98409,35.14259,3.6,NA,2.7
461,Newcastle Centre,NEWC,20-01-2018 04:00,27.64528,32.93127,6.2,NA,2.2
462,Newcastle Centre,NEWC,20-01-2018 05:00,23.04552,16.9811,6.8,NA,2.8
463,Newcastle Centre,NEWC,20-01-2018 06:00,19.14976,17.16455,6.3,NA,3.6
464,Newcastle Centre,NEWC,20-01-2018 07:00,32.24233,28.22568,6.5,NA,3.2
465,Newcastle Centre,NEWC,20-01-2018 08:00,42.09562,36.94464,8.2,NA,4.8
466,Newcastle Centre,NEWC,20-01-2018 09:00,48.05311,28.82044,7.7,NA,3.1
467,Newcastle Centre,NEWC,20-01-2018 10:00,43.59536,40.64111,8.7,NA,5.1
468,Newcastle Centre,NEWC,20-01-2018 11:00,NA,84.26312,9.8,NA,6.1
469,Newcastle Centre,NEWC,20-01-2018 12:00,44.25346,91.94016,8.2,NA,8.3
470,Newcastle Centre,NEWC,20-01-2018 13:00,43.54735,42.21675,6.4,NA,7.2
471,Newcastle Centre,NEWC,20-01-2018 14:00,33.22792,35.78668,8.5,NA,3.1
472,Newcastle Centre,NEWC,20-01-2018 15:00,44.96149,42.47291,7.7,NA,2.4
473,Newcastle Centre,NEWC,20-01-2018 16:00,54.67723,56.9937,4.8,NA,2.9
474,Newcastle Centre,NEWC,20-01-2018 17:00,46.93311,58.29373,2.6,NA,2.8
475,Newcastle Centre,NEWC,20-01-2018 18:00,59.92491,44.81963,6.7,NA,3.9
476,Newcastle Centre,NEWC,20-01-2018 19:00,57.90788,51.6138,8.6,NA,6.3
477,Newcastle Centre,NEWC,20-01-2018 20:00,54.57649,36.69079,8,NA,6.9
478,Newcastle Centre,NEWC,20-01-2018 21:00,52.79412,32.84931,7.5,NA,6.7
479,Newcastle Centre,NEWC,20-01-2018 22:00,49.18052,30.31417,7.3,NA,6.9
480,Newcastle Centre,NEWC,20-01-2018 23:00,45.99208,26.47462,7.5,NA,4.1
481,Newcastle Centre,NEWC,21-01-2018 00:00,28.84822,25.36789,7.8,NA,7.5
482,Newcastle Centre,NEWC,21-01-2018 01:00,25.8449,29.09851,5.7,NA,4.9
483,Newcastle Centre,NEWC,21-01-2018 02:00,23.32663,33.21452,3,NA,3.6
484,Newcastle Centre,NEWC,21-01-2018 03:00,47.16895,70.53188,5.4,NA,4.9
485,Newcastle Centre,NEWC,21-01-2018 04:00,45.10461,35.74655,5.1,NA,0.7
486,Newcastle Centre,NEWC,21-01-2018 05:00,57.11971,42.56592,7.6,NA,2.6
487,Newcastle Centre,NEWC,21-01-2018 06:00,43.5547,72.64264,5.9,NA,2.9
488,Newcastle Centre,NEWC,21-01-2018 07:00,65.0026,85.61764,8.1,NA,5.9
489,Newcastle Centre,NEWC,21-01-2018 08:00,62.37388,97.68126,4.5,NA,6.9
490,Newcastle Centre,NEWC,21-01-2018 09:00,56.83561,85.53399,3.5,NA,5.2
491,Newcastle Centre,NEWC,21-01-2018 10:00,49.32635,73.31965,5.7,NA,6.5
492,Newcastle Centre,NEWC,21-01-2018 11:00,40.50209,64.36291,11,NA,8
493,Newcastle Centre,NEWC,21-01-2018 12:00,44.06833,65.60808,14.9,NA,12.9
494,Newcastle Centre,NEWC,21-01-2018 13:00,41.58192,51.98087,10.6,NA,10.1
495,Newcastle Centre,NEWC,21-01-2018 14:00,39.14285,60.45591,3.4,NA,4.3
496,Newcastle Centre,NEWC,21-01-2018 15:00,34.21464,59.19858,9.4,NA,NA
497,Newcastle Centre,NEWC,21-01-2018 16:00,26.75232,34.84605,3.8,NA,-1.1
498,Newcastle Centre,NEWC,21-01-2018 17:00,30.50713,39.83594,3.3,NA,5.6
499,Newcastle Centre,NEWC,21-01-2018 18:00,28.6296,36.05378,5.2,NA,7.6
500,Newcastle Centre,NEWC,21-01-2018 19:00,29.94362,37.61925,8.3,NA,6.5
501,Newcastle Centre,NEWC,21-01-2018 20:00,37.45244,35.60521,8.3,NA,6.1
502,Newcastle Centre,NEWC,21-01-2018 21:00,45.00857,63.1887,12.6,NA,8.8
503,Newcastle Centre,NEWC,21-01-2018 22:00,45.42578,53.93895,14.9,NA,9.8
504,Newcastle Centre,NEWC,21-01-2018 23:00,28.29887,16.83497,10,NA,3.8
505,Newcastle Centre,NEWC,22-01-2018 00:00,23.52937,23.97466,10.8,NA,6.3
506,Newcastle Centre,NEWC,22-01-2018 01:00,16.95883,16.10106,9.1,NA,5.4
507,Newcastle Centre,NEWC,22-01-2018 02:00,19.66531,9.17988,9.3,NA,4.4
508,Newcastle Centre,NEWC,22-01-2018 03:00,22.10575,15.17534,11.3,NA,3.3
509,Newcastle Centre,NEWC,22-01-2018 04:00,17.64711,16.13115,11.3,NA,4
510,Newcastle Centre,NEWC,22-01-2018 05:00,21.40177,19.81317,11,NA,5.3
511,Newcastle Centre,NEWC,22-01-2018 06:00,21.72922,26.68167,16.4,NA,5.9
512,Newcastle Centre,NEWC,22-01-2018 07:00,42.00005,63.24514,12,NA,5
513,Newcastle Centre,NEWC,22-01-2018 08:00,53.63742,94.01584,11.9,NA,7.1
514,Newcastle Centre,NEWC,22-01-2018 09:00,49.32094,73.024,11.3,NA,5
515,Newcastle Centre,NEWC,22-01-2018 10:00,41.52965,58.1954,11.6,NA,6.5
516,Newcastle Centre,NEWC,22-01-2018 11:00,40.12281,55.54217,11.8,NA,1.9
517,Newcastle Centre,NEWC,22-01-2018 12:00,30.03223,33.32911,7.2,NA,3.9
518,Newcastle Centre,NEWC,22-01-2018 13:00,24.1206,28.95471,6.9,NA,5.8
519,Newcastle Centre,NEWC,22-01-2018 14:00,31.62789,25.27142,10.2,NA,4.6
520,Newcastle Centre,NEWC,22-01-2018 15:00,38.33837,31.99279,10.1,NA,4.1
521,Newcastle Centre,NEWC,22-01-2018 16:00,41.90455,33.44919,13.6,NA,5.6
522,Newcastle Centre,NEWC,22-01-2018 17:00,45.37843,50.10356,15.5,NA,6.3
523,Newcastle Centre,NEWC,22-01-2018 18:00,56.12599,56.45625,12.5,NA,4.2
524,Newcastle Centre,NEWC,22-01-2018 19:00,35.66681,46.73933,11.6,NA,5.2
525,Newcastle Centre,NEWC,22-01-2018 20:00,33.88459,34.91679,9.9,NA,2.3
526,Newcastle Centre,NEWC,22-01-2018 21:00,38.76664,70.40232,6.7,NA,1
527,Newcastle Centre,NEWC,22-01-2018 22:00,33.22857,52.80208,6.6,NA,0.8
528,Newcastle Centre,NEWC,22-01-2018 23:00,35.85654,59.96936,5.8,NA,1.7
529,Newcastle Centre,NEWC,23-01-2018 00:00,17.08375,31.86898,4.1,NA,1.7
530,Newcastle Centre,NEWC,23-01-2018 01:00,33.47885,28.90886,5.8,NA,4
531,Newcastle Centre,NEWC,23-01-2018 02:00,38.95408,39.48103,6.4,NA,2.1
532,Newcastle Centre,NEWC,23-01-2018 03:00,27.45591,27.04917,4,NA,1.4
533,Newcastle Centre,NEWC,23-01-2018 04:00,19.66516,20.61089,3.3,NA,1.7
534,Newcastle Centre,NEWC,23-01-2018 05:00,28.01903,30.42524,2.2,NA,0.9
535,Newcastle Centre,NEWC,23-01-2018 06:00,47.02314,78.7559,5.6,NA,5.8
536,Newcastle Centre,NEWC,23-01-2018 07:00,43.22275,115.3944,3.8,NA,-3
537,Newcastle Centre,NEWC,23-01-2018 08:00,36.27587,65.4649,5.5,NA,5.1
538,Newcastle Centre,NEWC,23-01-2018 09:00,41.24852,58.14541,8.6,NA,6.4
539,Newcastle Centre,NEWC,23-01-2018 10:00,40.3554,61.73725,7.4,NA,-3.1
540,Newcastle Centre,NEWC,23-01-2018 11:00,35.94477,NA,19,NA,1.8
541,Newcastle Centre,NEWC,23-01-2018 12:00,21.16341,34.49292,2.2,NA,-1.6
542,Newcastle Centre,NEWC,23-01-2018 13:00,28.7656,47.41964,2.3,NA,1.4
543,Newcastle Centre,NEWC,23-01-2018 14:00,28.20334,48.84399,3.6,NA,0.7
544,Newcastle Centre,NEWC,23-01-2018 15:00,29.18897,62.58052,2.5,NA,0.5
545,Newcastle Centre,NEWC,23-01-2018 16:00,32.80307,76.92152,2.2,NA,1.7
546,Newcastle Centre,NEWC,23-01-2018 17:00,29.14291,49.23697,6,NA,5.6
547,Newcastle Centre,NEWC,23-01-2018 18:00,22.43206,34.37671,9.3,NA,4.9
548,Newcastle Centre,NEWC,23-01-2018 19:00,20.4138,25.59824,8.2,NA,6.1
549,Newcastle Centre,NEWC,23-01-2018 20:00,21.44638,22.63308,8.8,NA,5.7
550,Newcastle Centre,NEWC,23-01-2018 21:00,26.4218,33.13434,10,NA,4.8
551,Newcastle Centre,NEWC,23-01-2018 22:00,23.18399,24.63254,14.1,NA,3.8
552,Newcastle Centre,NEWC,23-01-2018 23:00,25.76599,26.98409,16.6,NA,8.8
553,Newcastle Centre,NEWC,24-01-2018 00:00,17.58397,16.84269,12.1,NA,8.1
554,Newcastle Centre,NEWC,24-01-2018 01:00,15.26869,9.62932,9.3,NA,8.4
555,Newcastle Centre,NEWC,24-01-2018 02:00,14.07969,7.74054,13.1,NA,7.1
556,Newcastle Centre,NEWC,24-01-2018 03:00,13.32876,10.55536,10.2,NA,6.8
557,Newcastle Centre,NEWC,24-01-2018 04:00,8.58857,4.31048,9.7,NA,5.8
558,Newcastle Centre,NEWC,24-01-2018 05:00,9.24554,8.56244,9.1,NA,8.5
559,Newcastle Centre,NEWC,24-01-2018 06:00,16.56581,25.46076,6.4,NA,1.1
560,Newcastle Centre,NEWC,24-01-2018 07:00,24.82495,61.03505,0.3,NA,2.9
561,Newcastle Centre,NEWC,24-01-2018 08:00,20.64808,52.55841,1.5,NA,6.4
562,Newcastle Centre,NEWC,24-01-2018 09:00,27.64021,70.57661,13.6,NA,9.9
563,Newcastle Centre,NEWC,24-01-2018 10:00,30.12708,48.87698,12.4,NA,4.1
564,Newcastle Centre,NEWC,24-01-2018 11:00,25.66866,45.36324,9.4,NA,6.4
565,Newcastle Centre,NEWC,24-01-2018 12:00,25.24617,44.17491,9.4,NA,5.4
566,Newcastle Centre,NEWC,24-01-2018 13:00,29.51556,46.31947,8.6,NA,4.3
567,Newcastle Centre,NEWC,24-01-2018 14:00,27.63917,48.77392,12.3,NA,2.8
568,Newcastle Centre,NEWC,24-01-2018 15:00,28.62427,51.45191,10.9,NA,3.9
569,Newcastle Centre,NEWC,24-01-2018 16:00,32.80168,67.89554,9.2,NA,2.7
570,Newcastle Centre,NEWC,24-01-2018 17:00,32.98931,60.10445,8.8,NA,3.2
571,Newcastle Centre,NEWC,24-01-2018 18:00,31.72232,60.06776,4.9,NA,2.5
572,Newcastle Centre,NEWC,24-01-2018 19:00,27.21896,38.21463,2.2,NA,3.6
573,Newcastle Centre,NEWC,24-01-2018 20:00,30.12899,50.16801,7.4,NA,5
574,Newcastle Centre,NEWC,24-01-2018 21:00,18.95983,34.90861,6.6,NA,1.8
575,Newcastle Centre,NEWC,24-01-2018 22:00,13.32823,22.37233,1.6,NA,0.2
576,Newcastle Centre,NEWC,24-01-2018 23:00,16.09732,37.72045,6.2,NA,2.3
577,Newcastle Centre,NEWC,25-01-2018 00:00,10.45002,12.34506,8.5,NA,1.5
578,Newcastle Centre,NEWC,25-01-2018 01:00,11.45129,10.27544,7.5,NA,3.3
579,Newcastle Centre,NEWC,25-01-2018 02:00,10.32483,8.69552,9.1,NA,5.9
580,Newcastle Centre,NEWC,25-01-2018 03:00,9.527,8.05056,10.9,NA,0.3
581,Newcastle Centre,NEWC,25-01-2018 04:00,11.07586,11.45453,10.2,NA,3
582,Newcastle Centre,NEWC,25-01-2018 05:00,15.01803,15.57226,7.6,NA,2.6
583,Newcastle Centre,NEWC,25-01-2018 06:00,32.75619,81.51615,2.4,NA,1.5
584,Newcastle Centre,NEWC,25-01-2018 07:00,62.64477,117.26575,11.5,NA,6
585,Newcastle Centre,NEWC,25-01-2018 08:00,66.16106,128.31474,16,NA,5.8
